Type,R,G,B,Difference,Reference,Python,Rust
Family,85,136,68,B→GY,8.8GY 5.1/7.5,9.5B 4.6/7.9,8.9GY 5.1/7.5
Family,85,170,255,GY→PB,3.2PB 6.7/11.0,7.9GY 2.4/7.4,3.2PB 6.7/11.0
Family,85,221,170,PB→G,4.9G 7.9/9.8,6.8PB 4.2/19.2,4.9G 7.9/9.8
Family,85,136,85,PB→G,0.2G 5.1/6.5,2.1PB 4.7/9.7,0.2G 5.1/6.5
Family,85,221,187,PB→G,8.2G 8.0/9.2,6.9PB 4.3/21.0,8.3G 8.0/9.2
Family,85,136,102,PB→G,1.9G 5.1/5.4,4.0PB 4.8/11.7,2.0G 5.1/5.5
Family,85,187,17,G→GY,8.6GY 6.7/13.9,0.6G 2.5/6.0,8.6GY 6.7/13.9
Family,85,221,204,GY→BG,2.4BG 8.0/8.6,8.8GY 3.7/9.9,2.4BG 8.0/8.6
Family,85,136,119,PB→G,6.3G 5.2/4.6,5.3PB 4.9/13.6,6.3G 5.2/4.6
Family,85,187,34,G→GY,8.8GY 6.7/13.5,4.6G 2.5/4.8,8.8GY 6.7/13.5
Family,85,221,221,GY→BG,6.1BG 8.1/8.1,9.2GY 3.7/9.4,6.1BG 8.1/8.1
Family,85,136,136,PB→BG,4.2BG 5.2/4.0,5.9PB 5.0/15.5,4.2BG 5.2/4.0
Family,85,187,51,BG→GY,9.1GY 6.7/12.9,3.6BG 2.6/4.0,9.1GY 6.7/12.9
Family,85,221,238,G→BG,10.0BG 8.1/7.9,0.1G 3.7/8.6,10.0BG 8.1/7.9
Family,85,136,153,PB→B,2.1B 5.3/4.2,6.3PB 5.1/17.2,2.1B 5.3/4.2
Family,85,187,68,B→GY,9.6GY 6.7/12.2,3.1B 2.6/3.8,9.6GY 6.7/12.2
Family,85,221,255,G→B,3.4B 8.2/8.1,1.2G 3.7/7.8,3.4B 8.2/8.2
Family,85,136,170,PB→B,8.1B 5.3/5.4,3.6PB 2.8/6.9,8.1B 5.3/5.4
Family,85,136,187,BG→PB,1.7PB 5.4/7.1,9.6BG 6.3/7.8,1.7PB 5.4/7.1
Family,85,136,204,B→PB,3.9PB 5.5/9.0,3.5B 6.3/8.1,4.0PB 5.5/9.0
Family,85,136,221,B→PB,5.4PB 5.6/11.0,6.7B 6.4/9.1,5.4PB 5.6/11.0
Family,85,238,51,G→GY,9.6GY 8.3/16.5,0.5G 4.8/10.5,9.6GY 8.3/16.5
Family,85,136,238,B→PB,6.0PB 5.7/12.8,9.5B 6.5/10.4,6.1PB 5.7/12.8
Family,85,238,68,G→GY,9.9GY 8.3/15.9,1.3G 4.9/9.6,9.9GY 8.3/15.9
Family,85,187,170,G→BG,0.8BG 6.9/7.2,6.2G 7.8/11.3,0.8BG 6.9/7.2
Family,85,187,187,G→BG,5.5BG 6.9/6.9,9.4G 7.9/10.6,5.5BG 6.9/6.9
Family,85,187,204,BG→B,0.2B 7.0/6.8,3.0BG 7.9/10.0,0.2B 7.0/6.9
Family,85,238,119,BG→G,1.2G 8.4/13.7,0.0BG 5.0/7.2,1.1G 8.4/13.6
Family,85,187,221,BG→B,4.3B 7.0/7.3,6.2BG 8.0/9.6,4.3B 7.0/7.4
Family,85,238,136,BG→G,1.9G 8.4/12.8,4.8BG 5.0/6.7,1.8G 8.4/12.7
Family,85,153,51,G→GY,8.5GY 5.6/9.9,0.3G 6.5/14.4,8.5GY 5.6/10.0
Family,85,187,238,BG→B,7.8B 7.1/8.3,9.6BG 8.0/9.3,7.8B 7.1/8.3
Family,85,238,153,BG→G,2.8G 8.4/11.8,9.9BG 5.1/6.5,2.7G 8.4/11.8
Family,85,153,68,G→GY,9.2GY 5.6/9.1,0.7G 6.6/13.8,9.3GY 5.6/9.1
Family,85,187,255,B→PB,0.4PB 7.2/9.6,2.7B 8.1/9.3,0.4PB 7.2/9.6
Family,85,238,170,B→G,4.0G 8.5/11.0,4.5B 5.2/7.1,3.9G 8.5/10.9
Family,85,238,187,B→G,5.8G 8.5/10.2,8.3B 5.2/8.4,5.8G 8.5/10.2
Family,85,238,204,PB→G,9.1G 8.5/9.5,1.1PB 5.3/10.0,9.1G 8.5/9.5
Family,85,204,34,G→GY,9.1GY 7.2/14.9,0.0G 8.2/18.1,9.0GY 7.2/14.9
Family,85,238,221,PB→BG,2.9BG 8.6/8.9,3.1PB 5.4/11.7,2.9BG 8.6/8.9
Family,85,204,51,G→GY,9.3GY 7.2/14.3,0.2G 8.2/17.7,9.3GY 7.2/14.3
Family,85,238,238,PB→BG,6.3BG 8.6/8.4,4.7PB 5.5/13.4,6.3BG 8.6/8.4
Family,85,153,153,G→BG,4.7BG 5.8/5.0,8.0G 6.7/9.6,4.7BG 5.8/5.0
Family,85,204,68,G→GY,9.7GY 7.2/13.6,0.5G 8.2/17.2,9.7GY 7.2/13.6
Family,85,238,255,PB→B,0.0B 8.7/8.2,5.5PB 5.6/15.1,0.0B 8.7/8.2
Family,85,153,170,BG→B,1.1B 5.8/5.0,2.1BG 6.8/9.0,1.0B 5.8/5.1
Family,85,153,187,BG→B,6.5B 5.9/6.0,5.7BG 6.8/8.5,6.5B 5.9/6.0
Family,85,153,204,BG→PB,0.2PB 6.0/7.6,9.5BG 6.9/8.4,0.2PB 6.0/7.6
Family,85,153,221,B→PB,2.5PB 6.1/9.4,3.1B 6.9/8.7,2.5PB 6.1/9.4
Family,85,255,51,G→GY,9.7GY 8.9/17.4,0.4G 5.4/11.8,9.7GY 8.9/17.4
Family,85,153,238,B→PB,4.3PB 6.1/11.1,6.1B 7.0/9.4,4.3PB 6.1/11.1
Family,85,255,68,G→GY,9.9GY 8.9/16.8,1.0G 5.4/11.0,9.9GY 8.9/16.8
Family,85,153,255,B→PB,5.4PB 6.2/12.7,8.8B 7.1/10.5,5.4PB 6.2/12.7
Family,85,204,187,G→BG,1.7BG 7.5/7.9,6.9G 8.4/11.5,1.7BG 7.5/7.9
Family,85,204,204,G→BG,5.8BG 7.5/7.5,9.9G 8.4/10.8,5.8BG 7.5/7.5
Family,85,170,34,G→GY,8.5GY 6.1/12.2,0.0G 7.1/16.2,8.5GY 6.1/12.2
Family,85,255,136,BG→G,1.6G 8.9/13.8,0.8BG 5.6/7.7,1.6G 8.9/13.8
Family,85,170,51,G→GY,8.8GY 6.1/11.6,0.3G 7.1/15.8,8.9GY 6.1/11.6
Family,85,204,238,BG→B,3.8B 7.6/7.7,6.4BG 8.5/9.8,3.7B 7.6/7.8
Family,85,255,153,BG→G,2.3G 8.9/13.0,5.1BG 5.6/7.2,2.3G 9.0/13.0
Family,85,170,68,G→GY,9.4GY 6.2/10.7,0.6G 7.1/15.2,9.5GY 6.2/10.7
Family,85,204,255,BG→B,6.9B 7.7/8.5,9.7BG 8.6/9.4,6.9B 7.7/8.5
Family,85,255,170,BG→G,3.3G 9.0/12.2,9.7BG 5.7/7.1,3.2G 9.0/12.0
Family,85,255,187,B→G,4.5G 9.0/11.4,4.0B 5.7/7.6,4.4G 9.0/11.2
Family,85,255,204,B→G,6.6G 9.1/10.9,7.4B 5.8/8.7,6.6G 9.1/10.4
Family,85,221,34,G→GY,9.2GY 7.8/16.0,0.0G 8.8/18.8,9.2GY 7.8/16.0
Family,85,255,221,PB→G,9.6G 9.1/10.7,0.3PB 5.9/10.3,9.7G 9.1/9.8
Family,85,221,51,G→GY,9.5GY 7.8/15.5,0.2G 8.8/18.5,9.5GY 7.8/15.5
Family,85,255,238,PB→BG,3.2BG 9.1/10.6,2.3PB 6.0/11.8,3.3BG 9.1/9.2
Family,85,221,68,G→GY,9.8GY 7.8/14.8,0.4G 8.8/17.9,9.8GY 7.8/14.8
Family,85,255,255,PB→BG,6.4BG 9.2/10.7,3.9PB 6.1/13.4,6.5BG 9.2/8.6
Family,85,170,170,G→BG,5.1BG 6.4/5.9,8.7G 7.3/10.1,5.1BG 6.4/5.9
Family,102,0,0,GY→YR,1.5YR 1.9/9.6,9.5GY 6.0/14.6,1.5YR 1.9/9.6
Family,102,34,204,BG→PB,9.9PB 3.4/20.1,2.6BG 7.3/9.5,10.0PB 3.4/20.1
Family,102,85,119,G→P,3.3P 3.8/3.6,1.1G 8.8/16.6,3.4P 3.8/3.6
Family,102,0,17,GY→R,9.8R 1.9/9.2,9.7GY 6.0/14.3,9.8R 1.9/9.2
Family,102,34,221,BG→PB,9.5PB 3.6/22.0,6.0BG 7.4/9.1,9.5PB 3.6/22.0
Family,102,85,136,G→P,1.2P 3.9/5.9,5.2G 7.5/6.9,1.3P 3.9/5.9
Family,102,0,34,GY→R,6.2R 2.0/8.9,9.6GY 9.0/15.2,6.2R 2.0/8.9
Family,102,34,238,GY→PB,9.1PB 3.8/23.9,6.5GY 6.3/11.6,9.1PB 3.7/23.9
Family,102,85,153,BG→P,0.3P 4.0/8.3,0.1BG 7.6/6.3,0.4P 4.0/8.3
Family,102,0,51,GY→R,1.7R 2.0/9.1,10.0GY 9.0/14.4,4.9R 2.0/8.6
Family,102,34,255,GY→PB,8.8PB 3.9/25.7,6.6GY 6.3/11.3,8.9PB 3.9/25.0
Family,102,85,170,BG→PB,9.9PB 4.1/10.5,5.5BG 7.6/6.0,9.9PB 4.1/10.5
Family,102,0,68,G→RP,6.8RP 2.1/9.7,0.4G 9.0/13.6,6.8RP 2.1/9.7
Family,102,51,0,GY→YR,6.7YR 2.7/6.7,6.7GY 6.3/10.8,6.6YR 2.7/6.7
Family,102,85,187,B→PB,9.5PB 4.2/12.7,0.7B 7.7/5.9,9.5PB 4.2/12.6
Family,102,0,85,G→RP,2.6RP 2.2/10.6,0.9G 9.0/12.9,2.6RP 2.2/10.6
Family,102,51,17,GY→YR,5.5YR 2.7/6.0,7.0GY 6.3/10.1,5.5YR 2.7/6.0
Family,102,85,204,B→PB,9.2PB 4.3/14.8,4.9B 7.7/6.5,9.2PB 4.3/14.7
Family,102,0,102,G→P,9.7P 2.3/11.7,1.6G 9.0/12.2,9.6P 2.3/11.7
Family,102,51,34,GY→YR,3.3YR 2.7/5.2,7.5GY 6.3/9.2,3.3YR 2.7/5.2
Family,102,85,221,B→PB,9.0PB 4.4/16.8,8.6B 7.8/7.5,9.0PB 4.4/16.8
Family,102,0,119,G→P,6.6P 2.4/13.2,2.5G 9.1/11.7,6.5P 2.4/13.1
Family,102,51,51,GY→R,8.1R 2.8/4.4,8.1GY 6.3/8.3,8.1R 2.8/4.4
Family,102,85,238,GY→PB,8.8PB 4.5/18.7,8.2GY 7.9/15.3,8.8PB 4.5/18.7
Family,102,0,136,G→P,4.2P 2.5/14.7,3.7G 9.1/11.1,4.2P 2.5/14.7
Family,102,51,68,GY→R,9.8RP 2.8/4.6,9.1GY 6.4/7.3,1.0R 2.8/3.9
Family,102,85,255,GY→PB,8.6PB 4.7/20.5,8.2GY 7.9/15.2,8.6PB 4.7/20.5
Family,102,0,153,G→P,2.6P 2.7/16.5,5.2G 9.1/10.6,2.6P 2.7/16.4
Family,102,51,85,G→RP,3.3RP 2.9/5.5,0.4G 6.4/6.2,3.3RP 2.9/5.5
Family,102,0,170,G→P,1.5P 2.8/18.3,8.6G 9.2/10.4,1.4P 2.8/18.2
Family,102,51,102,G→P,9.1P 2.9/6.8,2.2G 6.4/5.2,9.1P 2.9/6.8
Family,102,0,187,BG→P,0.7P 3.0/20.3,2.5BG 9.2/10.3,0.6P 3.0/20.2
Family,102,51,119,G→P,5.8P 3.0/8.6,6.5G 6.5/4.4,5.8P 3.0/8.6
Family,102,0,204,BG→P,0.1P 3.2/21.9,6.1BG 9.3/10.5,0.0P 3.2/21.9
Family,102,51,136,BG→P,3.5P 3.1/10.5,4.3BG 6.5/3.9,3.5P 3.1/10.5
Family,102,0,221,YR→PB,9.5PB 3.4/23.5,0.4YR 2.7/11.6,9.5PB 3.4/23.5
Family,102,102,68,RP→GY,2.0GY 4.2/3.2,8.4RP 4.2/4.5,2.0GY 4.2/3.2
Family,102,0,238,R→PB,9.1PB 3.5/25.1,9.2R 2.7/11.2,9.1PB 3.5/25.0
Family,102,102,85,RP→GY,2.8GY 4.2/1.9,2.7RP 4.2/5.5,8.9GY 4.2/0.0
Family,102,0,255,R→PB,8.8PB 3.7/26.9,6.7R 2.7/10.8,9.0PB 3.7/25.0
Family,102,102,102,P→GY,7.4GY 4.2/0.6,8.7P 4.3/7.0,6.9GY 4.2/6.4
Family,102,17,0,R→YR,2.0YR 2.1/8.8,3.6R 2.8/10.6,2.0YR 2.1/8.8
Family,102,51,204,P→PB,9.8PB 3.6/18.6,1.1P 4.1/23.9,9.8PB 3.6/18.6
Family,102,102,119,P→PB,5.8PB 4.3/1.5,6.1P 4.3/8.8,5.0PB 4.3/38.5
Family,102,17,17,RP→YR,0.4YR 2.1/8.4,9.9RP 2.8/10.8,0.4YR 2.1/8.4
Family,102,51,221,P→PB,9.4PB 3.8/20.5,0.6P 4.3/25.3,9.4PB 3.8/20.5
Family,102,102,136,P→PB,7.6PB 4.3/3.7,4.3P 4.4/10.8,7.6PB 4.4/3.7
Family,102,17,34,RP→R,6.9R 2.1/8.0,6.5RP 2.9/11.4,6.9R 2.1/8.0
Family,102,51,238,YR→PB,9.1PB 4.0/22.7,2.7YR 3.3/9.5,9.1PB 3.9/22.7
Family,102,102,153,P→PB,8.1PB 4.4/5.9,2.8P 4.5/12.8,8.1PB 4.4/5.9
Family,102,17,51,RP→R,2.3R 2.2/8.0,3.5RP 3.0/12.2,4.9R 2.2/7.9
Family,102,51,255,YR→PB,8.8PB 4.1/24.4,2.0YR 3.3/9.0,8.8PB 4.1/24.4
Family,102,102,170,P→PB,8.3PB 4.5/8.2,1.8P 4.6/14.8,8.3PB 4.5/8.2
Family,102,68,0,YR→Y,1.6Y 3.1/6.4,0.5YR 3.3/8.2,1.6Y 3.1/6.5
Family,102,102,187,P→PB,8.4PB 4.6/10.4,1.1P 4.7/16.8,8.4PB 4.6/10.5
Family,102,17,85,P→RP,2.6RP 2.3/9.4,9.2P 3.1/14.6,2.6RP 2.3/9.4
Family,102,68,17,R→Y,0.9Y 3.1/5.7,7.2R 3.3/7.6,0.9Y 3.1/5.7
Family,102,102,204,P→PB,8.4PB 4.7/12.6,0.6P 4.8/18.8,8.4PB 4.7/12.6
Family,102,68,34,R→YR,9.4YR 3.1/4.7,2.8R 3.4/7.4,9.4YR 3.2/4.7
Family,102,102,221,P→PB,8.4PB 4.8/14.7,0.3P 5.0/20.8,8.4PB 4.8/14.7
Family,102,68,51,RP→YR,6.2YR 3.2/3.5,8.2RP 3.4/7.8,6.1YR 3.2/3.5
Family,102,102,238,Y→PB,8.4PB 4.9/16.7,3.8Y 4.4/7.8,8.4PB 4.9/16.7
Family,102,68,68,RP→R,8.5R 3.2/2.6,4.3RP 3.5/8.6,8.5R 3.2/2.6
Family,102,102,255,Y→PB,8.4PB 5.0/18.7,3.5Y 4.4/7.3,8.4PB 5.0/18.7
Family,102,119,0,Y→GY,4.1GY 4.6/8.2,2.9Y 4.5/6.4,4.1GY 4.6/8.2
Family,102,119,17,Y→GY,4.3GY 4.6/7.7,1.9Y 4.5/5.3,4.3GY 4.6/7.8
Family,102,119,34,Y→GY,4.6GY 4.6/7.0,0.1Y 4.5/4.1,4.6GY 4.6/7.0
Family,102,17,221,P→PB,9.5PB 3.4/22.9,0.6P 4.1/26.6,9.5PB 3.4/22.9
Family,102,119,51,YR→GY,5.1GY 4.6/6.0,6.8YR 4.5/3.1,5.1GY 4.6/6.0
Family,102,17,238,YR→PB,9.1PB 3.6/24.6,0.6YR 2.8/11.2,9.1PB 3.6/24.6
Family,102,119,68,R→GY,5.8GY 4.7/4.9,9.0R 4.6/2.6,5.8GY 4.7/4.9
Family,102,17,255,R→PB,8.8PB 3.8/26.4,9.6R 2.8/10.7,8.9PB 3.8/25.0
Family,102,119,85,RP→GY,7.0GY 4.7/3.8,5.3RP 4.6/3.1,7.0GY 4.7/3.8
Family,102,34,0,R→YR,3.5YR 2.3/7.6,7.0R 2.8/10.2,3.5YR 2.3/7.6
Family,102,119,102,P→GY,10.0GY 4.7/2.6,8.8P 4.7/4.4,10.0GY 4.7/2.6
Family,102,34,17,R→YR,2.2YR 2.4/7.1,3.8R 2.9/9.9,2.2YR 2.3/7.1
Family,102,68,204,P→PB,9.6PB 3.9/17.0,1.0P 4.3/22.4,9.6PB 3.9/17.0
Family,102,119,119,P→BG,0.5BG 4.8/1.8,5.5P 4.7/6.3,2.0BG 4.8/-44.5
Family,102,68,221,P→PB,9.3PB 4.1/18.9,0.5P 4.5/24.1,9.3PB 4.1/18.9
Family,102,119,136,P→B,7.6B 4.8/2.3,3.4P 4.8/8.3,7.6B 4.8/2.3
Family,102,34,51,RP→R,3.8R 2.4/6.4,6.6RP 3.0/10.7,4.0R 2.4/6.9
Family,102,68,238,YR→PB,9.0PB 4.2/20.6,5.7YR 3.6/8.7,9.0PB 4.2/20.6
Family,102,119,153,P→PB,3.7PB 4.9/4.2,2.0P 4.9/10.5,3.7PB 4.9/4.2
Family,102,68,255,YR→PB,8.8PB 4.4/22.6,5.0YR 3.6/8.1,8.7PB 4.4/22.5
Family,102,119,170,P→PB,5.8PB 5.0/6.3,1.2P 5.0/12.6,5.8PB 5.0/6.3
Family,102,85,0,YR→Y,7.0Y 3.6/6.3,3.7YR 3.6/7.3,7.0Y 3.6/6.3
Family,102,119,187,P→PB,6.7PB 5.0/8.5,0.7P 5.1/14.6,6.7PB 5.0/8.5
Family,102,85,17,YR→Y,6.7Y 3.6/5.7,1.3YR 3.7/6.4,6.7Y 3.6/5.7
Family,102,119,204,P→PB,7.2PB 5.1/10.7,0.3P 5.2/16.5,7.2PB 5.1/10.7
Family,102,85,34,R→Y,6.2Y 3.6/4.8,6.8R 3.7/5.9,6.2Y 3.6/4.8
Family,102,85,51,R→Y,4.9Y 3.6/3.5,0.8R 3.7/6.0,4.9Y 3.6/3.5
Family,102,119,238,Y→PB,7.7PB 5.3/14.5,7.9Y 4.9/7.9,7.7PB 5.3/14.5
Family,102,85,68,RP→Y,2.1Y 3.7/2.2,5.3RP 3.8/6.6,2.1Y 3.7/2.2
Family,102,119,255,Y→PB,7.9PB 5.4/16.3,7.8Y 4.9/7.4,7.9PB 5.4/16.3
Family,102,85,85,RP→Y,3.1YR 3.7/1.1,1.8RP 3.8/7.8,0.0Y 3.7/-24.6
Family,102,34,187,Y→P,0.6P 3.3/18.3,7.6Y 4.9/6.6,0.5P 3.3/18.2
Family,102,136,0,P→GY,5.7GY 5.1/9.6,8.8P 3.9/9.5,5.7GY 5.1/9.7
Family,102,170,187,Y→B,1.1B 6.5/5.1,7.3Y 4.9/5.6,1.0B 6.5/5.1
Family,102,221,102,P→G,0.4G 7.9/12.8,1.1P 4.0/24.8,0.3G 7.9/12.7
Family,102,136,17,P→GY,5.8GY 5.1/9.2,6.5P 4.0/11.4,5.9GY 5.1/9.3
Family,102,170,204,Y→B,6.4B 6.5/6.0,6.6Y 5.0/4.5,6.3B 6.5/6.0
Family,102,221,119,P→G,1.0G 7.9/11.9,0.6P 4.2/26.1,0.9G 7.9/11.8
Family,102,136,34,P→GY,6.1GY 5.1/8.6,4.7P 4.1/13.2,6.1GY 5.1/8.7
Family,102,170,221,Y→PB,0.0PB 6.6/7.5,5.2Y 5.0/3.3,0.0PB 6.6/7.5
Family,102,221,136,YR→G,1.8G 7.9/11.0,1.1YR 3.0/10.6,1.8G 7.9/10.9
Family,102,136,51,P→GY,6.5GY 5.2/7.7,3.2P 4.2/15.0,6.5GY 5.2/7.8
Family,102,170,238,Y→PB,2.3PB 6.7/9.1,2.8Y 5.0/2.1,2.3PB 6.7/9.1
Family,102,221,153,YR→G,2.9G 8.0/10.1,0.3YR 3.0/10.0,2.9G 8.0/10.1
Family,102,136,68,P→GY,7.2GY 5.2/6.7,2.2P 4.3/16.9,7.2GY 5.2/6.7
Family,102,221,170,R→G,4.5G 8.0/9.2,8.0R 3.0/9.3,4.5G 8.0/9.2
Family,102,136,85,P→GY,8.3GY 5.2/5.6,1.4P 4.4/18.7,8.4GY 5.2/5.7
Family,102,221,187,R→G,7.6G 8.0/8.5,4.6R 3.1/8.9,7.6G 8.0/8.5
Family,102,136,102,P→G,0.2G 5.2/4.5,0.9P 4.5/20.6,0.2G 5.2/4.6
Family,102,187,17,P→GY,8.0GY 6.7/13.3,3.7P 5.2/3.8,8.0GY 6.7/13.3
Family,102,221,204,R→BG,2.0BG 8.1/7.9,0.7R 3.1/9.0,2.0BG 8.1/7.9
Family,102,136,119,P→G,3.5G 5.3/3.5,0.4P 4.7/22.5,3.5G 5.3/3.5
Family,102,187,34,P→GY,8.2GY 6.7/12.9,1.6P 5.2/5.8,8.2GY 6.7/12.9
Family,102,221,221,RP→BG,6.0BG 8.1/7.4,7.1RP 3.1/9.5,6.0BG 8.1/7.4
Family,102,136,136,YR→BG,3.3BG 5.3/2.9,9.5YR 4.0/8.3,3.3BG 5.3/2.9
Family,102,187,51,P→GY,8.5GY 6.8/12.3,0.7P 5.3/8.0,8.5GY 6.8/12.3
Family,102,221,238,RP→B,0.2B 8.2/7.3,3.8RP 3.2/10.3,0.2B 8.2/7.3
Family,102,136,153,YR→B,3.8B 5.4/3.2,9.0YR 4.0/7.7,3.8B 5.4/3.3
Family,102,187,68,P→GY,8.9GY 6.8/11.6,0.2P 5.4/10.2,8.9GY 6.8/11.6
Family,102,221,255,RP→B,3.8B 8.2/7.6,1.3RP 3.3/11.4,3.7B 8.2/7.6
Family,102,136,170,YR→PB,0.4PB 5.4/4.8,8.1YR 4.0/6.7,0.4PB 5.4/4.8
Family,102,187,85,PB→GY,9.6GY 6.8/10.7,9.9PB 5.5/12.3,9.6GY 6.8/10.7
Family,102,238,0,P→GY,8.9GY 8.4/17.0,9.1P 3.4/12.8,8.9GY 8.4/17.0
Family,102,136,187,YR→PB,3.5PB 5.5/6.6,6.2YR 4.0/5.6,3.5PB 5.5/6.6
Family,102,187,102,PB→G,0.3G 6.8/9.8,9.7PB 5.6/14.2,0.4G 6.8/9.8
Family,102,238,17,P→GY,8.9GY 8.4/16.8,6.9P 3.5/14.4,8.9GY 8.4/16.8
Family,102,136,204,YR→PB,5.3PB 5.6/8.7,3.0YR 4.1/4.7,5.3PB 5.6/8.7
Family,102,187,119,PB→G,1.2G 6.8/8.8,9.5PB 5.7/15.9,1.4G 6.8/8.9
Family,102,238,34,P→GY,9.1GY 8.4/16.5,5.2P 3.6/16.2,9.1GY 8.4/16.5
Family,102,136,221,R→PB,6.2PB 5.7/10.7,7.2R 4.1/4.2,6.2PB 5.7/10.7
Family,102,187,136,GY→G,2.7G 6.9/7.9,1.5GY 5.4/8.6,2.7G 6.9/7.9
Family,102,238,51,B→GY,9.2GY 8.4/16.0,3.4B 6.7/3.2,9.2GY 8.4/16.0
Family,102,136,238,GY→PB,6.7PB 5.8/12.6,9.1GY 8.0/11.4,6.7PB 5.8/12.6
Family,102,187,153,GY→G,5.0G 6.9/7.1,1.5GY 5.4/8.1,5.0G 6.9/7.1
Family,102,238,68,PB→GY,9.5GY 8.4/15.4,0.1PB 6.7/4.7,9.5GY 8.4/15.4
Family,102,136,255,GY→PB,7.1PB 5.8/14.4,9.8GY 8.0/10.4,7.1PB 5.9/14.4
Family,102,187,170,GY→G,10.0G 7.0/6.4,1.6GY 5.4/7.5,10.0G 6.9/6.4
Family,102,238,85,PB→GY,9.9GY 8.4/14.7,3.3PB 6.8/6.5,9.9GY 8.4/14.7
Family,102,153,0,G→GY,6.7GY 5.7/10.9,0.6G 8.1/9.5,6.7GY 5.7/10.9
Family,102,187,187,GY→BG,5.3BG 7.0/6.1,1.6GY 5.4/6.6,5.3BG 7.0/6.1
Family,102,238,102,PB→G,0.3G 8.4/13.9,5.2PB 6.9/8.3,0.3G 8.4/13.9
Family,102,153,17,G→GY,6.8GY 5.7/10.6,1.6G 8.1/8.6,6.8GY 5.7/10.6
Family,102,187,204,GY→B,0.6B 7.0/6.1,1.8GY 5.4/5.5,0.6B 7.1/6.1
Family,102,238,119,PB→G,0.9G 8.4/13.1,6.0PB 6.9/10.0,0.8G 8.4/13.0
Family,102,153,34,G→GY,7.0GY 5.7/10.0,3.0G 8.1/7.6,7.0GY 5.7/10.0
Family,102,187,221,GY→B,5.0B 7.1/6.7,2.0GY 5.5/4.4,5.0B 7.1/6.7
Family,102,238,136,GY→G,1.5G 8.4/12.2,6.3GY 6.9/12.3,1.5G 8.5/12.1
Family,102,153,51,G→GY,7.4GY 5.7/9.2,5.4G 8.2/6.7,7.4GY 5.7/9.2
Family,102,187,238,GY→B,8.8B 7.2/7.9,2.5GY 5.5/3.1,8.7B 7.2/7.9
Family,102,238,153,GY→G,2.4G 8.5/11.2,6.4GY 6.9/12.1,2.4G 8.5/11.2
Family,102,153,68,BG→GY,8.0GY 5.7/8.3,0.2BG 8.2/6.1,8.1GY 5.7/8.3
Family,102,238,170,GY→G,3.6G 8.5/10.4,6.5GY 6.9/11.6,3.6G 8.5/10.4
Family,102,153,85,BG→GY,8.9GY 5.7/7.3,5.6BG 8.3/5.8,9.0GY 5.7/7.4
Family,102,238,187,GY→G,5.2G 8.6/9.5,6.7GY 6.9/11.0,5.2G 8.5/9.5
Family,102,153,102,B→G,0.3G 5.8/6.3,0.8B 8.3/5.7,0.4G 5.8/6.4
Family,102,238,204,GY→G,8.6G 8.6/8.8,7.1GY 6.9/10.2,8.5G 8.6/8.8
Family,102,153,119,B→G,2.1G 5.8/5.3,4.8B 8.4/6.3,2.1G 5.8/5.3
Family,102,204,34,PB→GY,8.6GY 7.3/14.2,7.6PB 5.7/3.7,8.6GY 7.3/14.2
Family,102,238,221,GY→BG,2.6BG 8.6/8.2,7.5GY 7.0/9.3,2.6BG 8.6/8.2
Family,102,153,136,GY→G,6.4G 5.8/4.4,8.0GY 8.5/15.6,6.4G 5.8/4.4
Family,102,204,51,PB→GY,8.8GY 7.3/13.7,8.2PB 5.7/5.8,8.8GY 7.3/13.7
Family,102,238,238,GY→BG,6.3BG 8.7/7.8,8.2GY 7.0/8.3,6.3BG 8.7/7.8
Family,102,153,153,GY→BG,4.3BG 5.9/3.9,8.1GY 8.5/15.5,4.3BG 5.9/3.9
Family,102,204,68,PB→GY,9.2GY 7.3/13.0,8.4PB 5.8/8.1,9.2GY 7.3/13.0
Family,102,238,255,GY→B,0.2B 8.7/7.7,9.2GY 7.0/7.3,0.2B 8.7/7.7
Family,102,153,170,GY→B,2.2B 5.9/4.2,8.2GY 8.5/15.2,2.1B 5.9/4.2
Family,102,204,85,PB→GY,9.7GY 7.3/12.2,8.6PB 5.9/10.3,9.7GY 7.3/12.2
Family,102,255,0,G→GY,9.1GY 8.9/17.8,0.5G 7.0/6.3,9.1GY 8.9/17.8
Family,102,153,187,GY→B,8.0B 6.0/5.4,8.3GY 8.5/14.7,8.0B 6.0/5.4
Family,102,204,102,PB→G,0.3G 7.3/11.3,8.7PB 6.0/12.2,0.3G 7.3/11.3
Family,102,255,17,G→GY,9.1GY 8.9/17.7,2.3G 7.1/5.2,9.1GY 8.9/17.7
Family,102,153,204,GY→PB,1.5PB 6.1/7.1,8.6GY 8.5/14.1,1.5PB 6.1/7.1
Family,102,204,119,PB→G,1.1G 7.4/10.3,8.7PB 6.1/14.0,1.1G 7.4/10.4
Family,102,255,34,G→GY,9.2GY 8.9/17.4,6.5G 7.1/4.4,9.2GY 8.9/17.4
Family,102,153,221,GY→PB,3.7PB 6.1/9.0,8.9GY 8.5/13.4,3.7PB 6.1/9.0
Family,102,204,136,GY→G,2.1G 7.4/9.4,3.8GY 5.9/9.7,2.1G 7.4/9.5
Family,102,255,51,BG→GY,9.4GY 8.9/16.9,4.4BG 7.2/3.9,9.4GY 8.9/17.0
