hue,value,chroma,code,x,y,method
2.5,9.0,6.0,4,0.367,0.4178,Radial
5.0,9.0,8.0,4,0.3698,0.4497,Radial
7.5,9.0,6.0,4,0.3351,0.4111,Radial
10.0,9.0,8.0,4,0.3157,0.4259,Radial
8.548,9.0,6.0,4,0.326241281469,0.407310656986,Radial
8.548,9.0,8.0,4,0.32981167391,0.435640748069,Radial
0.0,9.0,0.0,4,0.31006,0.31616,
2.5,9.0,2.0,4,0.3321,0.3539,Radial
7.5,9.0,20.0,4,0.361,0.614,Radial
5.0,5.0,10.0,7,0.4747,0.3227,Radial
7.5,7.0,8.0,1,0.2225,0.2631,Radial
0.0,5.0,10.0,7,0.4332,0.2918,Linear
