source,r,g,b,python_munsell,python_hue_num,python_hue_family,python_value,python_chroma,python_success,rust_munsell,rust_hue_num,rust_hue_family,rust_value,rust_chroma,rust_success,reference_munsell,reference_hue_num,reference_hue_family,reference_value,reference_chroma,hue_diff_py_rust,value_diff_py_rust,chroma_diff_py_rust,match_type,analysis
reference,0,34,51,2.1B 3.9/5.5,2.1,B,3.9,5.5,True,"TRACE: 1. Input RGB: [0, 34, 51]
TRACE: 2. Normalized RGB: [0.0, 0.13333333333333333, 0.2]
TRACE: 3. Linear RGB: [0.000000, 0.015996, 0.033105]
TRACE: 4. XYZ (D65): [0.011693, 0.013829, 0.033366]
TRACE: 5. xyY (D65): [0.198565, 0.234835, 0.013829]
1.4R 1.1/5.0",,,,,True,6.6B 1.1/3.1,6.6,B,1.1,3.1,,,,ALL_DIFFERENT,All three results are different
reference,0,68,170,1.2PB 5.5/10.5,1.2,PB,5.5,10.5,True,"TRACE: 1. Input RGB: [0, 68, 170]
TRACE: 2. Normalized RGB: [0.0, 0.26666666666666666, 0.6666666666666666]
TRACE: 3. Linear RGB: [0.000000, 0.057805, 0.401978]
TRACE: 4. XYZ (D65): [0.093202, 0.070352, 0.388891]
TRACE: 5. xyY (D65): [0.168708, 0.127347, 0.070352]
1.4R 3.1/12.0",,,,,True,6.2PB 3.1/13.3,6.2,PB,3.1,13.3,,,,ALL_DIFFERENT,All three results are different
reference,0,102,119,8.4BG 6.2/7.9,8.4,BG,6.2,7.9,True,"TRACE: 1. Input RGB: [0, 102, 119]
TRACE: 2. Normalized RGB: [0.0, 0.4, 0.4666666666666667]
TRACE: 3. Linear RGB: [0.000000, 0.132868, 0.184475]
TRACE: 4. XYZ (D65): [0.080797, 0.108336, 0.191144]
TRACE: 5. xyY (D65): [0.212468, 0.284886, 0.108336]
1.4R 3.9/6.4",,,,,True,0.6B 3.9/5.4,0.6,B,3.9,5.4,,,,ALL_DIFFERENT,All three results are different
reference,0,34,68,7.3B 4.0/6.7,7.3,B,4.0,6.7,True,"TRACE: 1. Input RGB: [0, 34, 68]
TRACE: 2. Normalized RGB: [0.0, 0.13333333333333333, 0.26666666666666666]
TRACE: 3. Linear RGB: [0.000000, 0.015996, 0.057805]
TRACE: 4. XYZ (D65): [0.016150, 0.015612, 0.056839]
TRACE: 5. xyY (D65): [0.182279, 0.176204, 0.015612]
1.4R 1.3/7.7",,,,,True,3.4PB 1.3/5.0,3.4,PB,1.3,5.0,,,,ALL_DIFFERENT,All three results are different
reference,0,68,187,2.3PB 5.5/11.4,2.3,PB,5.5,11.4,True,"TRACE: 1. Input RGB: [0, 68, 187]
TRACE: 2. Normalized RGB: [0.0, 0.26666666666666666, 0.7333333333333333]
TRACE: 3. Linear RGB: [0.000000, 0.057805, 0.496933]
TRACE: 4. XYZ (D65): [0.110335, 0.077206, 0.479127]
TRACE: 5. xyY (D65): [0.165502, 0.115808, 0.077206]
1.4R 3.3/12.7",,,,,True,6.5PB 3.3/15.2,6.5,PB,3.3,15.2,,,,ALL_DIFFERENT,All three results are different
reference,0,102,136,1.1B 6.3/7.9,1.1,B,6.3,7.9,True,"TRACE: 1. Input RGB: [0, 102, 136]
TRACE: 2. Normalized RGB: [0.0, 0.4, 0.5333333333333333]
TRACE: 3. Linear RGB: [0.000000, 0.132868, 0.246201]
TRACE: 4. XYZ (D65): [0.091934, 0.112791, 0.249803]
TRACE: 5. xyY (D65): [0.202264, 0.248149, 0.112791]
1.4R 3.9/8.0",,,,,True,6.1B 3.9/6.2,6.1,B,3.9,6.2,,,,ALL_DIFFERENT,All three results are different
reference,0,34,85,0.9PB 4.0/8.1,0.9,PB,4.0,8.1,True,"TRACE: 1. Input RGB: [0, 34, 85]
TRACE: 2. Normalized RGB: [0.0, 0.13333333333333333, 0.3333333333333333]
TRACE: 3. Linear RGB: [0.000000, 0.015996, 0.090842]
TRACE: 4. XYZ (D65): [0.022111, 0.017996, 0.088234]
TRACE: 5. xyY (D65): [0.172284, 0.140222, 0.017996]
1.4R 1.4/9.8",,,,,True,5.5PB 1.4/7.0,5.5,PB,1.4,7.0,,,,ALL_DIFFERENT,All three results are different
reference,0,68,204,3.2PB 5.6/12.3,3.2,PB,5.6,12.3,True,"TRACE: 1. Input RGB: [0, 68, 204]
TRACE: 2. Normalized RGB: [0.0, 0.26666666666666666, 0.8]
TRACE: 3. Linear RGB: [0.000000, 0.057805, 0.603827]
TRACE: 4. XYZ (D65): [0.129623, 0.084921, 0.580710]
TRACE: 5. xyY (D65): [0.162996, 0.106785, 0.084921]
1.4R 3.4/13.3",,,,,True,6.7PB 3.5/17.2,6.7,PB,3.5,17.2,,,,ALL_DIFFERENT,All three results are different
reference,0,102,153,3.4B 6.3/8.2,3.4,B,6.3,8.2,True,"TRACE: 1. Input RGB: [0, 102, 153]
TRACE: 2. Normalized RGB: [0.0, 0.4, 0.6]
TRACE: 3. Linear RGB: [0.000000, 0.132868, 0.318547]
TRACE: 4. XYZ (D65): [0.104988, 0.118012, 0.318553]
TRACE: 5. xyY (D65): [0.193865, 0.217914, 0.118012]
1.4R 4.0/9.7",,,,,True,0.4PB 4.0/7.8,0.4,PB,4.0,7.8,,,,ALL_DIFFERENT,All three results are different
reference,0,34,102,2.8PB 4.1/9.6,2.8,PB,4.1,9.6,True,"TRACE: 1. Input RGB: [0, 34, 102]
TRACE: 2. Normalized RGB: [0.0, 0.13333333333333333, 0.4]
TRACE: 3. Linear RGB: [0.000000, 0.015996, 0.132868]
TRACE: 4. XYZ (D65): [0.029694, 0.021030, 0.128172]
TRACE: 5. xyY (D65): [0.165987, 0.117552, 0.021030]
1.4R 1.6/12.2",,,,,True,6.1PB 1.6/9.1,6.1,PB,1.6,9.1,,,,ALL_DIFFERENT,All three results are different
