source,r,g,b,python_munsell,python_hue_num,python_hue_family,python_value,python_chroma,python_success,rust_munsell,rust_hue_num,rust_hue_family,rust_value,rust_chroma,rust_success,reference_munsell,reference_hue_num,reference_hue_family,reference_value,reference_chroma,hue_diff_py_rust,value_diff_py_rust,chroma_diff_py_rust,match_type,analysis
reference,0,119,238,8.6B 6.9/10.3,8.6,B,6.9,10.3,True,5.0PB 5.0/2.0,5.0,PB,5.0,2.0,True,5.8PB 5.0/15.5,5.8,PB,5.0,15.5,-6.400000000000006,1.9000000000000004,8.3,ALL_DIFFERENT,All three results are different
reference,0,68,85,9.3BG 5.2/6.8,9.3,BG,5.2,6.8,True,10.0BG 2.6/2.0,10.0,BG,2.6,2.0,True,2.2B 2.6/4.2,2.2,B,2.6,4.2,-0.7000000000000028,2.6,4.8,ALL_DIFFERENT,All three results are different
reference,0,102,34,2.6G 6.0/11.0,2.6,G,6.0,11.0,True,7.5GY 3.6/2.0,7.5,GY,3.6,2.0,True,0.3G 3.6/9.0,0.3,G,3.6,9.0,5.100000000000001,2.4,9.0,ALL_DIFFERENT,All three results are different
reference,0,119,255,9.6B 6.9/10.9,9.6,B,6.9,10.9,True,5.0PB 5.2/2.0,5.0,PB,5.2,2.0,True,6.2PB 5.1/17.2,6.2,PB,5.1,17.2,-5.400000000000006,1.7000000000000002,8.9,ALL_DIFFERENT,All three results are different
reference,0,68,102,2.9B 5.3/7.1,2.9,B,5.3,7.1,True,5.0PB 2.7/2.0,5.0,PB,2.7,2.0,True,9.1B 2.7/5.3,9.1,B,2.7,5.3,-12.100000000000001,2.5999999999999996,5.1,ALL_DIFFERENT,All three results are different
reference,0,102,51,4.8G 6.1/9.9,4.8,G,6.1,9.9,True,10.0GY 3.7/2.0,10.0,GY,3.7,2.0,True,1.4G 3.7/8.1,1.4,G,3.7,8.1,4.799999999999997,2.3999999999999995,7.9,ALL_DIFFERENT,All three results are different
reference,0,136,0,9.7GY 6.7/16.2,9.7,GY,6.7,16.2,True,5.0GY 4.8/2.0,5.0,GY,4.8,2.0,True,9.4GY 4.8/12.3,9.4,GY,4.8,12.3,4.700000000000003,1.9000000000000004,14.2,ALL_DIFFERENT,All three results are different
reference,0,170,187,7.9BG 7.7/9.3,7.9,BG,7.7,9.3,True,5.0BG 6.3/2.0,5.0,BG,6.3,2.0,True,9.6BG 6.3/7.9,9.6,BG,6.3,7.9,2.8999999999999986,1.4000000000000004,7.300000000000001,ALL_DIFFERENT,All three results are different
reference,0,221,102,4.5G 8.4/12.5,4.5,G,8.4,12.5,True,7.5GY 7.7/2.0,7.5,GY,7.7,2.0,True,1.5G 7.7/14.9,1.5,G,7.7,14.9,7.0,0.7000000000000002,10.5,ALL_DIFFERENT,All three results are different
reference,0,136,17,0.9G 6.8/14.2,0.9,G,6.8,14.2,True,5.0GY 4.8/2.0,5.0,GY,4.8,2.0,True,9.7GY 4.8/11.9,9.7,GY,4.8,11.9,5.899999999999999,2.0,12.2,ALL_DIFFERENT,All three results are different
reference,0,170,204,9.7BG 7.8/9.2,9.7,BG,7.8,9.2,True,7.5BG 6.3/2.0,7.5,BG,6.3,2.0,True,3.4B 6.3/8.2,3.4,B,6.3,8.2,2.200000000000003,1.5,7.199999999999999,ALL_DIFFERENT,All three results are different
reference,0,221,119,5.9G 8.4/11.9,5.9,G,8.4,11.9,True,10.0GY 7.7/2.0,10.0,GY,7.7,2.0,True,2.2G 7.7/14.0,2.2,G,7.7,14.0,5.899999999999999,0.7000000000000002,9.9,ALL_DIFFERENT,All three results are different
reference,0,136,34,1.9G 6.8/12.7,1.9,G,6.8,12.7,True,5.0GY 4.8/2.0,5.0,GY,4.8,2.0,True,0.1G 4.8/11.4,0.1,G,4.8,11.4,6.899999999999999,2.0,10.7,ALL_DIFFERENT,All three results are different
reference,0,170,221,1.4B 7.8/9.2,1.4,B,7.8,9.2,True,2.5B 6.4/2.0,2.5,B,6.4,2.0,True,6.5B 6.4/9.2,6.5,B,6.4,9.2,-1.1000000000000014,1.3999999999999995,7.199999999999999,ALL_DIFFERENT,All three results are different
reference,0,221,136,7.8G 8.5/11.4,7.8,G,8.5,11.4,True,10.0GY 7.7/2.0,10.0,GY,7.7,2.0,True,3.1G 7.8/13.1,3.1,G,7.8,13.1,7.799999999999997,0.7999999999999998,9.4,ALL_DIFFERENT,All three results are different
reference,0,136,51,3.3G 6.8/11.6,3.3,G,6.8,11.6,True,7.5GY 4.8/2.0,7.5,GY,4.8,2.0,True,0.6G 4.8/10.7,0.6,G,4.8,10.7,5.799999999999997,2.0,9.6,ALL_DIFFERENT,All three results are different
reference,0,170,238,2.8B 7.8/9.3,2.8,B,7.8,9.3,True,10.0B 6.5/2.0,10.0,B,6.5,2.0,True,9.4B 6.5/10.4,9.4,B,6.5,10.4,-7.200000000000003,1.2999999999999998,7.300000000000001,ALL_DIFFERENT,All three results are different
reference,0,221,153,9.7G 8.5/11.0,9.7,G,8.5,11.0,True,2.5G 7.8/2.0,2.5,G,7.8,2.0,True,4.2G 7.8/12.2,4.2,G,7.8,12.2,7.200000000000003,0.7000000000000002,9.0,ALL_DIFFERENT,All three results are different
reference,0,136,68,4.9G 6.9/10.8,4.9,G,6.9,10.8,True,10.0GY 4.8/2.0,10.0,GY,4.8,2.0,True,1.4G 4.8/9.8,1.4,G,4.8,9.8,4.899999999999999,2.1000000000000005,8.8,ALL_DIFFERENT,All three results are different
reference,0,170,255,3.9B 7.8/9.4,3.9,B,7.8,9.4,True,2.5PB 6.6/2.0,2.5,PB,6.6,2.0,True,1.4PB 6.5/11.8,1.4,PB,6.5,11.8,-8.600000000000001,1.2000000000000002,7.4,ALL_DIFFERENT,All three results are different
reference,0,221,170,1.6BG 8.5/10.6,1.6,BG,8.5,10.6,True,5.0G 7.8/2.0,5.0,G,7.8,2.0,True,6.3G 7.8/11.4,6.3,G,7.8,11.4,6.600000000000001,0.7000000000000002,8.6,ALL_DIFFERENT,All three results are different
reference,0,136,85,7.7G 6.9/10.1,7.7,G,6.9,10.1,True,2.5G 4.9/2.0,2.5,G,4.9,2.0,True,2.8G 4.9/9.0,2.8,G,4.9,9.0,5.200000000000003,2.0,8.1,ALL_DIFFERENT,All three results are different
reference,0,187,0,9.8GY 7.7/17.9,9.8,GY,7.7,17.9,True,5.0GY 6.5/2.0,5.0,GY,6.5,2.0,True,9.7GY 6.5/15.8,9.7,GY,6.5,15.8,4.799999999999997,1.2000000000000002,15.899999999999999,ALL_DIFFERENT,All three results are different
reference,0,221,187,3.4BG 8.5/10.3,3.4,BG,8.5,10.3,True,7.5G 7.8/2.0,7.5,G,7.8,2.0,True,9.5G 7.9/10.7,9.5,G,7.9,10.7,5.899999999999999,0.7000000000000002,8.3,ALL_DIFFERENT,All three results are different
reference,0,136,102,0.8BG 6.9/9.5,0.8,BG,6.9,9.5,True,5.0G 4.9/2.0,5.0,G,4.9,2.0,True,5.4G 4.9/8.1,5.4,G,4.9,8.1,5.799999999999997,2.0,7.5,ALL_DIFFERENT,All three results are different
reference,0,187,17,0.7G 7.7/16.3,0.7,G,7.7,16.3,True,5.0GY 6.5/2.0,5.0,GY,6.5,2.0,True,9.8GY 6.5/15.5,9.8,GY,6.5,15.5,5.700000000000003,1.2000000000000002,14.3,ALL_DIFFERENT,All three results are different
reference,0,221,204,5.0BG 8.6/10.1,5.0,BG,8.6,10.1,True,2.5BG 7.9/2.0,2.5,BG,7.9,2.0,True,3.0BG 7.9/10.1,3.0,BG,7.9,10.1,2.5,0.6999999999999993,8.1,ALL_DIFFERENT,All three results are different
reference,0,136,119,3.5BG 7.0/9.1,3.5,BG,7.0,9.1,True,10.0G 5.0/2.0,10.0,G,5.0,2.0,True,0.2BG 5.0/7.4,0.2,BG,5.0,7.4,3.5,2.0,7.1,ALL_DIFFERENT,All three results are different
reference,0,187,34,1.5G 7.7/15.0,1.5,G,7.7,15.0,True,5.0GY 6.5/2.0,5.0,GY,6.5,2.0,True,0.0G 6.5/15.1,0.0,G,6.5,15.1,6.5,1.2000000000000002,13.0,ALL_DIFFERENT,All three results are different
reference,0,221,221,6.5BG 8.6/9.9,6.5,BG,8.6,9.9,True,5.0BG 8.0/2.0,5.0,BG,8.0,2.0,True,6.2BG 8.0/9.7,6.2,BG,8.0,9.7,1.5,0.5999999999999996,7.9,ALL_DIFFERENT,All three results are different
reference,0,136,136,5.8BG 7.0/8.9,5.8,BG,7.0,8.9,True,2.5BG 5.0/2.0,2.5,BG,5.0,2.0,True,4.9BG 5.0/6.9,4.9,BG,5.0,6.9,3.299999999999997,2.0,6.9,ALL_DIFFERENT,All three results are different
reference,0,187,51,2.3G 7.8/13.9,2.3,G,7.8,13.9,True,5.0GY 6.5/2.0,5.0,GY,6.5,2.0,True,0.3G 6.5/14.6,0.3,G,6.5,14.6,7.299999999999997,1.2999999999999998,11.9,ALL_DIFFERENT,All three results are different
reference,0,221,238,7.9BG 8.6/9.6,7.9,BG,8.6,9.6,True,7.5BG 8.0/2.0,7.5,BG,8.0,2.0,True,9.6BG 8.0/9.4,9.6,BG,8.0,9.4,0.3999999999999986,0.5999999999999996,7.6,ALL_DIFFERENT,All three results are different
reference,0,136,153,8.1BG 7.0/8.8,8.1,BG,7.0,8.8,True,5.0BG 5.1/2.0,5.0,BG,5.1,2.0,True,9.8BG 5.1/6.7,9.8,BG,5.1,6.7,3.1000000000000014,1.9000000000000004,6.800000000000001,ALL_DIFFERENT,All three results are different
reference,0,187,68,3.3G 7.8/12.9,3.3,G,7.8,12.9,True,7.5GY 6.5/2.0,7.5,GY,6.5,2.0,True,0.7G 6.5/13.9,0.7,G,6.5,13.9,5.799999999999997,1.2999999999999998,10.9,ALL_DIFFERENT,All three results are different
